A1_Nquest,DIAENTR,MESENTR,ANOENTR,D1A_ID,D1A_FAIXAID,D2_SEXO,D3_ESCOLA,RAMOATIV,RAMOCHEFEF,OCUPA,UF,CID,REG,Q1,Q2,Q3,Q401,Q402,Q403,Q404,Q405,Q406,Q407,Q501,Q502,Q503,Q504,Q505,Q601,Q602,Q603,Q604,Q7,Q8,Q9,Q10A,Q10B,Q11,Q12P1_A,Q12P1_B,Q12P2_A,Q12P2_B,Q12G_1A,Q12G_2,Q12S1,Q12S2,Q12CD,Q12CD_recode,Q12AL,Q12AL_recode,Q13A,Q13B,Q13B_2,Q13B2A,Q13G1,Q13G2,Q13S,Q13CD,Q13CD_recode,Q13AL,Q13AL_recode,Q14A,Q14B,Q1501,Q1502,Q1503,Q1504,Q1505,Q1506,Q1507,Q1508,Q1509,Q1510,Q1511,Q1512,Q1513,Q1514,Q1515,Q1516,Q1517,Q1518,Q1519,Q1520,Q1521,Q1522,Q1523,Q1524,Q1525,Q1526,Q1601,Q1602,Q1603,Q1604,Q1605,Q1606,Q1607,Q1608,Q1609,Q1610,Q1611,Q1612,Q1613,Q1614,Q1615,Q1616,Q1617,Q1618,Q1619,Q1620,Q1621,Q1701,Q1702,Q1703,Q1704,Q1705,Q1706,Q1707,Q1708,Q1709,Q1710,Q1711,Q1712,Q1713,Q1714,Q1715,Q1716,Q1717,Q1718,Q1719,Q1720,Q1721,Q1722,Q1723,Q1724,Q1725,Q1726,Q18,Q21,Q22A,Q22B,Q22C,Q22D,P1,P1A,D5_1,D5_2,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P301,P302,P303,P304,P305,P306,P307,P308,P309,P310,P311,P312,P401,P402,P403,P404,P405,P406,P407,P408,P409,P410,P411,P412,P5,P601,P602,P603,P604,P605,P606,P607,P608,P609,P610,P611,P612,P613,P614,P615,P616,P7_aberta_agregada,P8,P9,P1001,P1002,P1003,P1004,P1101,P1102,P1103,P1104,P1105,P12,P13_aberta_agregada,P14A,P14B,P15,P1601,P1602,P1603,P1604,P1605,P1606,P1607,P1608,P1609,P1610,P1611,P1701,P1702,P1703,P1704,P1705,P1706,P1707,P1708,P1709,P1710,P1711,P1712,P1713,P18,P19,P20,P2101,P2102,P2103,P2104,P2105,P2106,P22,P24,P25,P26,P27,P28,P28A,P28B,P29,P30,D4,D7,D8,D8A,D6,D9,D9A,D9B_FAIXA_RENDAF,D11,D10,D10A,D12,D12A,D14,D15,D16,D20,DIAANIVER,MESANIVER,ANOANIVER,A3
132,14,11,2018,59,6,2,1,11,9,3,15,9,1,3,3,2,4,1,1,2,4,1,1,4,4,5,2,5,1,1,1,2,1,1,4,5,99,4,4,99,1,1,9999,1504,9999,9999,9999,999,9999,999,1,2,1,2,1505,1505,9998,9998,3,961,1,3,5,7,96,96,96,6,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,6,96,96,96,4,96,96,3,6,1,9,5,96,8,96,96,2,96,96,96,3,6,1,3,1,7,96,96,96,4,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,8,4,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,5,5,2,1,1,1,1,1,1,1,3,1,3,3,3,1,3,3,2,1,10,2,2,8,5,7,7,7,3,7,5,6,3,4,4,2,61,1,1,1,4,1,2,1,1,1,1,4,1,15,99,1,2,10,10,10,9,10,9,9,9,10,9,10,5,1,1,5,2,1,4,2,2,4,1,4,5,2,3,2,1,2,2,2,2,2,1,2,2,7,2,1,4,3,2,1,1,12,9999,999,999,1800,999,2,1,3,9999,8,2,1,2,1,7,30,11,1959,2
133,15,11,2018,53,5,2,6,2,99,3,15,9,1,3,2,2,1,1,5,4,5,1,4,1,2,3,4,3,1,1,1,1,1,1,5,5,99,5,1,6,1,2,1503,1503,1507,1515,944,1,9960,4,1,2,1,2,9998,9998,9998,9998,3,9998,3,3,3,6,7,96,96,0,96,0,96,96,96,96,0,0,0,0,96,0,0,96,0,96,96,96,0,96,96,0,96,96,0,0,96,6,5,96,5,96,96,96,96,96,96,0,5,96,0,0,96,6,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,4,2,2,99,99,1,11,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,5,5,2,2,8,2,5,2,2,1,3,3,3,2,3,3,3,3,3,3,3,1,0,0,0,6,6,5,8,6,0,0,0,0,0,0,0,0,13,1,1,1,2,2,1,1,1,1,2,5,1,20,2,99,2,6,5,6,5,6,7,7,5,7,6,6,5,1,5,5,4,8,8,5,5,2,5,1,5,8,3,2,5,5,5,5,5,5,4,1,6,4,2,2,4,999,2,2,1,3,5,2,1,1908,999,2,1,3,9999,8,2,1,2,1,8,14,12,1965,2
134,12,11,2018,79,7,1,0,1,99,3,15,9,1,4,3,5,5,5,5,5,5,2,4,2,2,5,5,1,1,1,2,1,1,5,5,5,99,5,1,5,1,1,1505,1504,1515,9998,135,1,629,1,1,2,1,2,1505,1505,1508,9998,3,9998,3,1,1,10,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,96,96,96,96,2,96,96,96,96,5,96,96,96,96,96,96,96,2,96,96,96,5,96,2,96,2,96,96,96,96,1,1,96,96,1,96,96,2,2,1,96,96,2,96,96,96,96,0,5,2,2,99,99,1,98,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,3,1,3,1,3,3,3,1,3,3,3,2,0,2,0,2,2,10,5,5,3,10,3,10,0,0,0,2,75,1,1,1,1,1,2,1,1,1,1,1,4,15,99,3,2,2,2,2,2,2,1,1,1,1,1,1,5,1,1,2,2,1,1,2,2,2,1,2,2,2,3,8,2,5,2,1,8,2,1,2,7,7,2,2,3,999,1,1,1,12,9999,999,999,9999998,1,1,1,3,9999,5,2,1,2,1,3,13,7,1939,2
135,13,11,2018,24,2,1,5,1,99,1,15,9,1,3,1,2,2,2,5,2,5,1,4,4,3,2,5,4,1,1,1,2,1,2,5,5,99,3,1,9,1,2,9998,9998,9998,9998,9998,3,9998,3,4,99,4,99,9999,9999,9999,9999,999,9999,999,4,5,0,0,0,96,3,96,96,96,0,0,96,5,0,5,96,96,0,96,0,96,96,96,0,0,96,0,3,3,3,3,5,5,5,5,3,5,96,0,3,3,5,0,5,0,3,3,0,2,2,2,96,8,96,96,2,8,96,2,2,2,7,2,96,7,96,8,2,6,96,8,96,2,96,5,4,2,2,99,99,1,13,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,6,1,2,2,5,5,5,6,2,3,2,1,3,3,3,4,3,3,2,3,3,2,0,3,0,8,0,3,9,2,0,0,8,5,3,3,2,8,75,1,2,5,4,4,5,2,2,2,4,4,1,50,3,99,2,5,6,6,8,5,5,5,4,8,8,8,5,2,2,5,2,2,4,1,4,4,4,1,4,5,3,2,2,2,4,5,4,5,1,2,2,1,12,1,5,4,1,1,2,3,5,1,1,800,999,1,3,2,9999,8,2,1,2,1,7,25,3,1994,2
136,13,11,2018,19,2,1,3,6,99,3,15,9,1,4,4,5,4,4,5,4,5,2,4,2,5,5,4,1,1,3,1,2,2,1,5,5,99,2,4,99,4,99,9999,9999,9999,9999,9999,999,9999,999,3,99,3,99,9999,9999,9999,9999,999,9999,999,3,5,3,96,96,96,96,96,96,96,96,96,96,96,96,5,96,96,96,96,96,96,96,96,7,96,96,96,96,96,96,4,5,96,10,96,96,5,96,96,96,96,96,96,96,2,96,96,6,5,4,3,96,3,3,96,4,2,3,96,2,96,3,2,2,2,96,2,96,96,2,0,2,2,96,10,5,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,5,1,1,6,1,3,1,3,3,3,3,3,3,1,1,3,3,2,8,0,0,0,0,3,5,6,0,1,0,0,5,7,0,5,998,8,8,4,4,4,4,4,1,4,5,4,1,10,99,1,1,7,8,6,8,7,7,6,5,7,6,7,5,1,4,5,4,4,4,2,2,4,4,4,1,4,5,1,5,4,1,5,4,5,4,2,8,3,2,1,5,3,1,1,3,11,9999,999,999,954,999,1,1,5,1,8,2,1,2,1,9,5,8,1999,2
137,13,11,2018,41,4,1,1,1,99,3,15,9,1,4,4,2,1,1,5,1,2,2,1,4,5,1,5,5,1,3,1,2,1,3,2,1,17,2,1,9,1,2,1504,1504,9998,9998,9998,3,9998,3,1,1,1,1,1505,1505,9998,1205,1,1204,3,5,4,0,1,96,1,2,1,96,1,0,96,96,9,96,96,96,96,1,96,96,96,96,96,1,96,96,96,4,0,0,0,0,1,10,5,0,0,9,0,1,1,0,0,0,0,0,0,0,0,96,96,96,8,1,96,96,0,96,96,10,96,96,96,96,96,96,96,96,96,96,2,96,96,96,8,2,2,2,99,99,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,5,1,4,1,1,1,1,1,3,3,1,1,3,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,61,2,2,4,1,2,4,1,4,1,1,4,1,15,1,99,2,10,10,10,10,1,10,1,1,10,10,10,1,5,1,5,2,2,4,4,4,4,1,4,2,1,1,1,5,5,5,5,5,2,4,2,2,3,2,2,3,999,1,1,2,3,5,1,1,250,999,1,4,5,1,13,1,1,2,1,4,6,8,1977,2
138,14,11,2018,53,5,1,2,6,99,3,15,9,1,1,1,4,1,1,4,4,5,1,1,1,5,4,2,2,1,2,1,1,1,1,2,1,13,2,4,99,4,99,9999,9999,9999,9999,9999,999,9999,999,4,99,4,99,9999,9999,9999,9999,999,9999,999,3,5,4,96,5,96,6,96,96,8,96,96,96,96,96,5,96,5,96,96,96,96,5,5,5,96,96,96,3,96,96,10,6,5,8,5,96,3,5,96,5,96,96,96,5,3,96,4,5,5,3,5,5,5,96,96,3,96,96,96,5,4,5,96,3,5,3,5,96,5,5,4,96,96,3,8,5,1,99,98,99,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,5,2,2,5,5,1,1,2,2,1,1,2,2,1,1,2,2,2,2,5,5,5,7,3,5,5,4,3,4,8,10,10,10,10,999,2,2,1,1,1,1,1,1,1,1,1,1,15,99,2,2,5,6,6,7,5,5,4,3,5,7,6,5,5,1,5,1,5,5,5,5,5,5,1,5,1,3,1,2,5,5,5,1,1,4,1,4,1,12,2,3,999,2,2,3,3,5,2,3,800,999,1,1,3,9999,5,2,1,2,1,1,23,3,1965,2
139,14,11,2018,41,4,1,6,10,99,4,15,9,1,4,3,4,1,1,1,1,1,2,2,2,2,2,1,4,1,3,1,3,3,1,5,5,99,5,1,5,1,1,1504,1504,9950,9950,9950,4,1136,1,1,2,1,2,1505,1505,9998,1260,2,1260,3,5,2,10,3,4,96,5,96,96,4,3,96,96,96,96,4,96,3,4,5,2,2,96,96,8,96,96,2,4,96,96,5,8,96,8,5,4,10,3,96,96,96,4,96,1,5,2,3,0,8,96,6,96,6,96,96,5,96,6,96,96,5,5,5,5,96,96,96,6,96,96,5,96,96,5,5,4,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,2,2,6,2,2,2,2,2,3,3,2,3,3,2,3,3,2,3,2,2,2,3,4,4,7,6,6,7,7,6,6,6,5,7,0,0,2,61,1,2,2,2,2,4,2,2,2,2,2,1,15,1,99,2,8,7,8,5,8,5,7,3,7,8,8,5,2,4,2,4,2,2,2,4,2,2,2,2,2,3,1,2,5,2,5,2,1,1,2,5,4,14,1,3,2,2,2,1,16,9999,999,999,198,999,1,4,3,9999,2,2,1,2,1,3,18,11,1977,2
140,14,11,2018,25,3,1,5,10,99,4,15,9,1,3,4,5,4,1,4,1,2,4,4,1,2,4,4,1,1,2,1,1,2,5,5,5,99,3,1,9,1,2,1503,1503,9998,9998,9998,3,9998,3,1,98,1,98,9998,9998,9998,9998,3,9998,3,1,5,3,96,96,1,1,96,96,0,5,96,96,96,96,0,96,96,1,96,96,96,96,96,3,96,96,96,6,96,96,4,1,10,8,1,96,9,96,96,96,96,96,96,2,1,96,96,2,96,96,96,96,96,96,96,96,1,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,4,2,1,98,99,1,13,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,5,1,1,6,1,1,6,6,1,5,5,1,3,1,1,3,3,1,3,4,1,3,4,3,2,0,1,1,2,5,8,8,6,6,9,7,10,9,9,9,5,998,1,1,1,1,4,4,2,2,1,2,4,1,15,99,1,1,10,10,8,9,8,10,7,1,6,10,9,1,1,1,2,2,5,2,1,1,2,1,2,1,2,3,2,1,2,5,5,4,1,4,2,5,1,5,2,2,999,1,1,3,16,9999,999,999,954,999,1,2,5,11,8,2,1,2,1,2,10,2,1993,2
141,12,11,2018,64,6,1,0,1,99,3,15,10,1,3,4,8,8,8,8,8,8,8,8,4,2,4,5,8,1,8,1,1,1,1,8,5,99,3,1,98,5,99,9997,9999,9998,9998,2027,1,9997,777,1,2,99,99,1505,9999,9998,9998,3,9998,3,8,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,96,96,96,96,96,96,96,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,8,2,2,99,99,2,999,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,8,2,2,8,8,8,8,8,8,8,8,1,8,1,3,2,8,8,8,8,8,8,8,2,8,0,0,98,98,98,98,98,98,98,98,98,98,98,98,0,98,998,8,8,8,1,8,8,8,8,8,8,8,8,998,8,99,8,98,98,98,98,98,98,98,98,98,98,98,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,5,2,8,2,8,1,2,88,98,98,8,98,999,1,1,2,3,5,1,3,954,999,1,3,5,999,5,8,1,2,1,10,12,11,1954,1
142,12,11,2018,54,5,1,1,2,99,1,15,10,1,1,1,8,1,5,5,1,1,1,1,1,1,1,5,5,1,8,8,8,9,2,4,5,99,5,5,99,5,99,9999,9999,9999,9999,9999,999,9999,999,1,2,1,2,1505,1505,1508,9998,3,630,1,7,7,0,96,96,96,0,96,96,96,98,96,96,96,96,98,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,96,96,10,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,5,2,2,99,99,2,999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,6,6,8,1,8,8,1,1,4,1,1,8,4,4,3,3,4,4,1,2,98,8,5,8,6,8,6,4,3,0,7,8,8,0,9,5,998,8,8,1,1,1,1,5,5,1,1,1,1,998,99,2,8,9,7,3,8,1,6,3,9,1,8,3,1,1,1,5,1,5,1,1,1,5,1,1,5,1,3,2,1,5,1,5,1,1,1,1,2,97,4,1,4,6,1,1,3,1,3,2,2,1500,999,2,3,3,9999,5,8,1,2,1,4,3,4,1964,1
143,12,11,2018,24,2,1,4,4,99,1,15,10,1,4,4,5,4,1,5,1,5,1,1,2,5,1,5,4,1,4,1,1,2,1,5,1,13,3,1,5,5,99,1503,9999,1507,1510,9998,3,9998,3,1,1,1,1,1505,1505,1508,9998,3,9998,3,3,5,10,96,96,96,4,96,96,5,96,96,96,5,96,6,96,96,3,96,4,3,4,96,4,96,96,96,96,96,96,10,10,96,0,7,96,10,96,96,96,0,96,96,5,8,96,96,0,10,96,10,96,4,96,96,8,96,96,96,96,3,5,96,96,5,96,4,96,3,2,4,4,96,96,7,5,1,99,13,2,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,6,6,6,2,2,2,2,4,3,3,3,3,4,4,4,3,3,3,3,2,6,3,2,0,4,0,0,0,3,0,0,0,0,3,0,0,998,2,2,1,1,4,5,2,1,1,5,1,1,50,2,99,2,7,5,5,2,4,5,5,8,10,9,10,5,1,5,4,1,1,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,2,2,1,11,2,2,999,2,2,3,1,2,3,2,1908,999,2,5,3,9999,2,2,1,2,1,8,19,10,1994,1
144,12,11,2018,23,2,2,8,8,99,1,15,10,1,2,2,2,4,1,5,2,5,1,1,5,4,2,5,4,1,3,1,3,1,4,5,5,99,4,4,99,1,2,9999,1503,9999,9999,9999,999,9999,999,1,7,1,2,1502,1502,9998,9998,3,9998,3,5,5,1,7,96,96,2,5,96,4,8,96,96,4,96,2,2,8,3,96,96,96,9,3,4,96,96,96,3,0,5,7,1,2,7,3,5,0,2,96,8,8,5,96,1,0,96,0,0,0,9,96,96,4,8,96,0,8,96,6,96,3,7,2,6,5,96,9,9,10,96,96,96,96,96,8,4,2,2,99,99,1,13,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,4,5,5,5,6,2,2,5,2,3,2,2,4,3,3,4,4,2,3,3,2,2,0,0,2,0,2,3,3,2,4,0,3,3,4,3,0,5,22,1,1,4,4,2,1,1,1,4,5,4,1,25,99,1,2,8,3,5,3,4,5,7,9,6,4,7,5,1,4,2,1,1,1,4,4,1,4,4,4,4,1,1,5,5,5,5,5,2,4,2,5,1,8,2,4,999,1,2,3,2,1,3,2,1908,999,2,5,5,998,8,2,1,2,1,5,3,9,1995,1
145,12,11,2018,29,3,1,8,8,99,4,15,10,1,2,1,2,2,1,5,1,5,1,1,2,5,2,5,5,1,1,1,2,1,1,5,1,13,4,1,5,1,1,1503,1503,1511,1514,623,1,9998,3,1,2,1,2,1502,1502,1508,9998,3,9998,3,5,5,9,9,4,0,8,3,5,8,1,96,2,0,2,4,2,3,3,96,5,3,0,2,8,96,1,0,8,8,10,6,10,6,9,9,4,10,7,4,8,7,0,96,8,9,6,4,9,0,9,5,6,9,7,7,1,7,5,8,6,6,1,5,4,6,7,6,7,6,5,6,5,6,5,0,5,1,99,13,3,1,45,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,5,2,5,5,5,5,6,5,5,6,6,2,3,3,3,3,3,3,4,3,3,4,4,1,3,2,2,2,4,2,6,6,1,1,1,1,1,1,2,0,12,2,1,5,5,4,5,5,1,2,5,5,1,40,5,99,2,4,2,3,2,3,3,2,3,3,4,3,5,1,5,1,5,1,1,4,1,5,1,1,5,5,2,1,4,4,4,5,4,2,1,1,5,1,1,2,6,999,1,1,3,2,1,3,2,1908,999,2,4,3,9999,8,2,1,2,1,5,13,11,1989,1
146,13,11,2018,69,7,2,0,10,99,4,15,10,1,4,4,5,5,1,5,4,2,2,2,5,4,5,1,1,1,4,1,1,1,5,5,5,99,5,5,99,5,99,9999,9999,9999,9999,9999,999,9999,999,1,2,1,2,1505,1505,1502,9998,3,9998,3,5,5,7,9,96,96,9,96,96,7,96,96,9,96,96,96,96,96,8,96,9,8,96,96,96,96,96,96,7,96,96,0,0,7,96,6,96,9,96,96,96,7,96,96,5,9,96,6,7,9,8,8,96,8,96,96,96,96,96,96,96,96,8,96,96,9,8,7,96,9,96,7,96,96,96,10,5,2,1,45,2,1,97,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,6,6,3,6,6,6,1,1,2,1,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,4,5,8,3,8,8,0,2,3,5,9,7,8,7,998,8,8,2,4,2,2,8,5,1,8,5,1,11,99,8,8,9,10,10,9,98,9,98,98,10,98,9,5,1,8,8,1,1,8,1,1,8,8,8,8,8,3,8,5,5,1,5,2,8,1,1,2,7,98,2,6,999,1,1,1,15,9999,999,999,1908,999,2,2,5,8,8,2,1,1,1,3,8,4,1949,1
147,13,11,2018,22,2,1,5,10,99,4,15,10,1,3,4,1,5,1,2,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,99,4,1,9,5,99,1501,9999,1514,1513,9998,3,9998,3,1,7,4,99,1503,9999,1503,9998,3,9998,3,5,5,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,96,10,96,96,10,96,96,96,96,96,96,2,1,96,96,0,10,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,1,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,6,1,2,5,2,2,5,2,2,3,2,3,3,3,3,3,3,3,3,3,3,2,0,0,4,0,5,5,10,10,10,0,10,10,10,10,10,10,998,1,2,1,1,1,1,1,1,1,5,5,1,10,2,99,1,10,10,10,10,10,10,10,10,10,10,10,5,1,1,1,1,1,5,1,1,5,5,5,1,5,1,1,1,1,1,5,1,1,1,2,7,1,2,1,3,2,1,1,3,11,9999,999,999,4770,999,3,1,5,105,8,2,1,2,1,5,4,4,1996,1
148,13,11,2018,28,3,2,6,10,99,4,15,10,1,4,4,4,2,4,4,4,1,1,1,1,1,4,4,2,3,1,4,3,1,2,2,5,99,4,1,5,1,2,1503,1504,1507,1518,2027,1,630,1,1,2,1,1,1502,1505,1508,9998,3,9998,3,5,5,6,96,96,96,7,96,96,7,96,10,96,5,96,5,6,96,96,96,96,6,96,96,5,5,96,96,5,96,4,3,6,4,8,6,96,6,4,96,3,96,96,96,5,4,96,96,6,6,96,96,96,4,96,96,5,96,96,96,4,96,5,96,96,3,3,96,5,96,96,96,96,96,96,5,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,3,3,3,3,2,5,4,4,4,5,4,5,6,0,0,3,4,5,1,3,3,998,8,2,1,2,2,2,4,1,1,5,5,1,998,99,1,2,6,6,5,5,6,5,6,6,6,7,6,5,1,2,2,2,4,1,1,4,4,2,4,1,2,3,1,2,1,1,8,1,1,1,2,5,1,12,2,4,999,1,1,3,10,9999,999,999,1908,999,2,5,97,9999,8,2,1,2,1,7,11,5,1990,1
149,13,11,2018,38,4,1,1,5,99,3,15,10,1,1,1,5,4,1,5,5,1,1,1,1,1,1,2,1,1,2,1,3,1,2,5,1,17,4,1,9,1,2,1503,1503,1516,1507,624,1,631,1,4,99,4,99,9999,9999,9999,9999,999,9999,999,2,5,0,2,0,0,0,1,0,0,0,0,0,10,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,1,0,0,0,2,0,0,1,96,2,0,0,0,0,0,4,0,1,2,1,1,0,0,0,1,10,1,0,0,1,1,1,1,0,0,0,2,0,0,0,10,5,1,99,17,1,1,13,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,5,2,2,5,6,2,2,6,2,4,1,1,3,2,3,4,4,2,2,4,2,2,0,0,0,3,4,0,5,5,3,0,2,0,2,0,2,0,21,1,2,1,1,5,5,1,1,1,5,5,1,25,1,99,2,7,1,3,5,5,5,2,10,1,2,5,5,5,5,1,1,5,1,5,5,1,1,1,1,1,1,1,5,5,5,5,5,1,4,1,8,3,4,1,3,2,2,1,3,3,5,3,1,4770,999,3,3,5,8,8,2,1,2,1,3,25,10,1980,1
150,13,11,2018,37,4,2,2,6,99,3,15,10,1,1,3,2,1,1,4,3,2,1,1,1,4,3,2,1,3,1,1,1,1,1,5,1,13,5,1,5,4,99,1503,9999,9960,9960,9960,4,2078,1,1,2,1,2,1505,1505,1508,9998,3,9998,3,5,5,10,0,0,0,2,0,96,96,0,0,0,7,1,0,0,0,6,6,4,6,8,5,4,0,0,0,3,96,96,8,10,0,0,0,96,10,0,0,0,0,96,0,2,1,96,96,0,10,4,5,96,6,96,96,96,96,96,96,6,1,5,96,1,3,3,0,2,5,4,6,1,96,96,5,5,1,99,13,3,1,97,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,6,8,2,6,6,2,2,6,1,1,2,2,4,2,4,4,4,2,2,4,1,2,0,0,3,8,10,0,10,10,0,0,0,0,0,0,0,0,998,3,8,4,2,4,2,1,1,1,5,8,1,50,99,1,2,10,1,10,8,1,8,1,98,2,1,1,5,1,1,2,1,1,1,1,8,4,1,1,1,8,3,1,1,2,2,5,1,1,1,1,6,1,97,2,2,999,2,1,3,3,5,3,1,954,999,1,1,3,9999,5,1,1,2,1,2,22,3,1981,1
151,14,11,2018,58,6,2,2,2,99,3,15,10,1,3,3,4,1,1,5,5,1,1,1,2,5,1,4,2,1,4,1,1,1,1,4,1,11,4,1,3,1,2,1504,1504,1505,1514,626,1,630,1,1,1,1,1,1505,1505,9998,9998,3,630,1,3,3,10,7,6,1,9,4,4,2,96,96,1,2,3,3,2,1,10,8,2,5,5,3,4,4,2,96,8,3,96,8,2,6,4,4,2,7,2,96,96,3,2,2,7,5,4,3,7,5,8,7,96,3,4,4,4,3,2,2,4,3,4,5,3,6,3,4,5,6,2,7,6,4,96,5,5,2,1,11,2,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,2,2,1,2,2,1,2,1,1,3,3,3,1,3,3,3,1,1,3,3,2,0,1,2,1,5,2,7,8,4,2,3,4,5,0,0,1,998,2,1,2,2,1,1,2,1,1,1,5,1,998,2,99,2,7,8,8,8,7,7,7,8,6,7,10,5,1,4,5,1,1,1,1,4,5,1,1,5,2,1,1,5,2,5,5,4,5,4,1,2,7,4,2,4,999,2,1,3,3,5,2,2,4770,999,3,4,3,9999,8,2,1,2,1,7,10,11,1960,1
152,14,11,2018,38,4,1,6,10,99,4,15,10,1,2,2,2,5,1,5,5,5,1,5,5,5,5,5,1,1,1,1,2,1,1,5,5,99,5,1,5,1,1,1502,1503,1511,1505,9998,3,630,1,1,2,1,2,1505,1505,1508,9998,3,630,1,5,4,8,6,6,96,7,3,4,5,2,96,5,5,96,4,4,4,4,6,96,5,96,96,5,96,3,96,6,7,8,7,8,0,0,6,0,9,5,0,0,0,0,6,7,7,0,0,0,7,4,5,4,3,6,3,7,4,4,3,3,7,7,4,8,6,3,3,7,3,4,6,3,4,3,8,5,2,2,99,99,2,999,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,5,2,2,5,5,2,2,2,5,2,2,2,3,1,3,4,4,3,1,3,4,1,3,2,3,5,7,2,7,6,8,2,3,3,5,4,3,2,40,1,1,1,5,1,5,1,1,5,1,5,1,10,99,2,2,8,8,8,7,7,7,8,7,9,7,9,5,1,5,5,1,1,2,1,2,1,1,1,1,5,1,1,5,5,5,5,5,1,1,1,6,1,4,2,4,999,2,1,2,10,9999,999,999,954,999,1,2,5,120,8,2,1,2,1,5,14,10,1980,1
